0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e-01 8.236024777801154162e-02
1.000000000000000000e+00 2.681494582821740136e-01
1.500000000000000000e+00 4.202449985472876959e-01
2.000000000000000000e+00 3.922319766605033564e-01
2.500000000000000000e+00 9.064893637747102606e-02
3.000000000000000000e+00 -4.833617012941929247e-01
3.500000000000000000e+00 -1.227460350713871051e+00
4.000000000000000000e+00 -1.968597341487028807e+00
4.500000000000000000e+00 -2.519765005197294627e+00
5.000000000000000000e+00 -2.743219228593220205e+00
5.500000000000000000e+00 -2.598181085748937136e+00
6.000000000000000000e+00 -2.156293376984212085e+00
6.500000000000000000e+00 -1.579045588206382966e+00
7.000000000000000000e+00 -1.064341627556394387e+00
7.500000000000000000e+00 -7.800327710495565947e-01
8.000000000000000000e+00 -8.069674354207095890e-01
8.500000000000000711e+00 -1.1112318607564176
9.000000000000000000e+00 -1.555587482994898796e+00
9.500000000000000000e+00 -1.946755892658608378e+00
1.000000000000000000e+01 -2.102588979810855463e+00
1.050000000000000000e+01 -1.915619874957879887e+00
1.100000000000000000e+01 -1.389813718506230256e+00
1.150000000000000000e+01 -6.357944962351858020e-01
1.200000000000000000e+01 1.760493772707167892e-01
1.250000000000000000e+01 8.899037269440392972e-01
1.300000000000000000e+01 1.440407107662510899e+00
1.350000000000000000e+01 1.901170267754156429e+00
1.400000000000000000e+01 2.483997311270036867e+00
1.450000000000000000e+01 3.482288923206465547e+00
1.500000000000000000e+01 5.171521253182396194e+00
